sequence_id,game_id,trial_num,trial_name,condition,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,rows,cols,total_steps,berries_needed,agent_path_num_trees,agent_path_tree_positions,agent_path_tree_rewards,agent_path_tree_visibility,agent_path_reward,agent_path_succeeded,predicted_path_num_trees,predicted_path_num_overlapping_trees,predicted_path_tree_positions,predicted_path_tree_rewards,predicted_path_tree_visibility,predict_time_spent,observe_time_spent,practice_sequence_time_spent
8332-6efa7dc8-0de4-43d9-b03b-ce64b676eb3f,6772-fd6db4cb-dd66-4ab7-b8f9-f959a4c2964d,2,trial_980,trait_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",9529.0,9208.0,18739.0
7137-b0ef44c0-6e0a-4b90-aaf8-18ca2c9b3251,6772-fd6db4cb-dd66-4ab7-b8f9-f959a4c2964d,3,trial_536,trait_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,1,"[[9, 10], [9, 4]]","[9, 8]","[1, 0]",13179.0,8839.0,22021.0
5658-3d81dfad-d9a6-497f-8671-a4189a74c013,6772-fd6db4cb-dd66-4ab7-b8f9-f959a4c2964d,4,trial_458,trait_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,1,"[[8, 7], [5, 5]]","[8, 6]","[1, 1]",9227.0,8822.0,18052.0
0883-acc6d9d3-12e2-4575-82a6-132967adafe0,6772-fd6db4cb-dd66-4ab7-b8f9-f959a4c2964d,5,trial_806,trait_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,2,"[[1, 2], [1, 7], [3, 6]]","[5, 8, 5]","[1, 0, 1]",8201.0,9299.0,17503.0
1773-00e1f7f2-8a63-4245-a394-ed86634eac62,6852-bb9dc85d-7d34-4b21-85a5-9d29531fad3c,0,trial_980,environment_counterfactual,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",15988.0,13712.0,29706.0
2102-3e6a1ffc-f107-4d6a-8cba-54a85d1772c0,6852-bb9dc85d-7d34-4b21-85a5-9d29531fad3c,1,trial_458,environment_counterfactual,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,1,"[[8, 7], [9, 4]]","[8, 5]","[1, 1]",41274.0,13289.0,54566.0
3451-420ff17d-74ad-4dc8-9cb0-f08a09f9a1fe,6852-bb9dc85d-7d34-4b21-85a5-9d29531fad3c,2,trial_536,environment_counterfactual,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",16893.0,13351.0,30247.0
9608-bcce9bad-59cf-40d3-8bec-b6d78318c044,6852-bb9dc85d-7d34-4b21-85a5-9d29531fad3c,3,trial_830,environment_counterfactual,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,2,0,"[[3, 10], [5, 9]]","[5, 7]","[1, 1]",21661.0,14119.0,35782.0
9858-9cbadc92-9e77-4d5b-a527-effe99277bf6,6852-bb9dc85d-7d34-4b21-85a5-9d29531fad3c,4,trial_761,environment_counterfactual,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,3,3,"[[4, 2], [6, 4], [6, 6]]","[5, 9, 9]","[1, 1, 1]",17447.0,14091.0,31540.0
8356-89c4a006-e9ed-4d6e-b035-795d09649a57,6852-bb9dc85d-7d34-4b21-85a5-9d29531fad3c,5,trial_806,environment_counterfactual,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,2,"[[1, 2], [1, 7], [2, 10]]","[5, 8, 5]","[1, 0, 1]",16603.0,13718.0,30324.0
0860-16739766-88f5-4c51-9944-f98578adee39,7007-5a2e5658-e28e-4007-9661-379ce4abced8,0,trial_830,environment_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",40225.0,9635.0,49870.0
2490-cef840ae-98a8-4e4e-8251-0cf57afa7969,7007-5a2e5658-e28e-4007-9661-379ce4abced8,1,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",14737.0,9223.0,23966.0
7037-09d763f7-356b-444a-836d-3c0769c98dbd,7007-5a2e5658-e28e-4007-9661-379ce4abced8,2,trial_806,environment_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",22128.0,9202.0,31332.0
7221-4a0e6949-0b8f-4212-909a-7603d8ed4ca4,7007-5a2e5658-e28e-4007-9661-379ce4abced8,3,trial_536,environment_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",13661.0,8823.0,22487.0
7537-2db4efca-fcc7-4080-b1e4-18f415b5a21f,7007-5a2e5658-e28e-4007-9661-379ce4abced8,4,trial_761,environment_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",10570.0,9702.0,20277.0
5248-456eab86-553d-4fba-ab0b-88d5ff6ed306,7007-5a2e5658-e28e-4007-9661-379ce4abced8,5,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",14342.0,8835.0,23180.0
4813-0523cfda-7a7f-4dab-8f6b-11ee0aa1b5f0,7076-b16dcfdd-0070-42f9-92ab-5a28032fbca3,0,trial_536,environment_counterfactual,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",58686.0,8859.0,67550.0
4003-d38d6e05-b545-4fd4-82f1-6fb8484855dc,7076-b16dcfdd-0070-42f9-92ab-5a28032fbca3,1,trial_830,environment_counterfactual,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,2,0,"[[5, 9], [7, 8]]","[7, 8]","[1, 1]",34590.0,9720.0,44314.0
6095-0f24e5c6-6ba7-4129-930a-46446fbd30ec,7076-b16dcfdd-0070-42f9-92ab-5a28032fbca3,2,trial_806,environment_counterfactual,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,2,"[[1, 2], [1, 7], [2, 10]]","[5, 8, 5]","[1, 0, 1]",12630.0,9389.0,22022.0
1613-cf0b354b-d19c-4ada-96a6-344e4666bb89,7076-b16dcfdd-0070-42f9-92ab-5a28032fbca3,3,trial_458,environment_counterfactual,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,1,"[[8, 7], [9, 4]]","[8, 5]","[1, 1]",18597.0,8827.0,27427.0
9722-ed80144b-0628-4062-8b0a-8b6308afffef,7076-b16dcfdd-0070-42f9-92ab-5a28032fbca3,4,trial_761,environment_counterfactual,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",14620.0,9642.0,24265.0
4838-e1df6eb1-4b59-46fa-ba18-4a1f80fb8075,7076-b16dcfdd-0070-42f9-92ab-5a28032fbca3,5,trial_980,environment_counterfactual,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,2,"[[2, 1], [1, 5], [2, 6]]","[3, 3, 1]","[1, 0, 0]",22115.0,9259.0,31378.0
7504-f4362035-1eec-4777-8198-5f25e8e0dd45,7077-32aeff03-c38c-483e-98b3-754f5c7fdc27,0,trial_458,causal_selection,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",40493.0,9352.0,49848.0
8473-ab14e951-6c92-46ae-bdfc-6386c3032dec,7077-32aeff03-c38c-483e-98b3-754f5c7fdc27,1,trial_761,causal_selection,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",9874.0,12136.0,22011.0
7500-3c0ea3a6-3ab1-471c-9c19-06432aaaea9c,7077-32aeff03-c38c-483e-98b3-754f5c7fdc27,2,trial_806,causal_selection,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",11550.0,9196.0,20747.0
5642-26477b9f-ec52-4969-9d4b-c745c61ed6f3,7077-32aeff03-c38c-483e-98b3-754f5c7fdc27,3,trial_830,causal_selection,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",33417.0,9606.0,43025.0
3096-899aa010-d26e-4b56-a502-ebe60bf28a26,7077-32aeff03-c38c-483e-98b3-754f5c7fdc27,4,trial_980,causal_selection,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",8609.0,9198.0,17808.0
5339-24964738-5dda-4d84-8d07-d610c0d62762,7077-32aeff03-c38c-483e-98b3-754f5c7fdc27,5,trial_536,causal_selection,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",7307.0,8807.0,16116.0
7339-9ff66bfb-239a-4ff4-a979-9f5d5bc06c8e,7116-e92e5d28-7ab6-4e36-9d09-692bba60a140,0,trial_536,causal_selection,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,1,"[[9, 10], [9, 4]]","[9, 8]","[1, 0]",89292.0,8956.0,98267.0
5159-a6239635-0e63-4787-8c78-8d07ebaebcb7,7116-e92e5d28-7ab6-4e36-9d09-692bba60a140,1,trial_458,causal_selection,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15974.0,9041.0,25024.0
0361-80f5cc7f-b8ed-43ba-ae42-01c20958a8c7,7116-e92e5d28-7ab6-4e36-9d09-692bba60a140,2,trial_761,causal_selection,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",12013.0,10948.0,22968.0
7794-daba546a-8a64-483d-baf3-c545cfda0bc3,7116-e92e5d28-7ab6-4e36-9d09-692bba60a140,3,trial_806,causal_selection,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",12060.0,9370.0,21435.0
0842-9ec56df0-f3a2-4d67-9f3e-3c59d1b3b0fb,7116-e92e5d28-7ab6-4e36-9d09-692bba60a140,4,trial_830,causal_selection,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",16870.0,10112.0,26991.0
4951-9810bede-de2e-4445-950a-376591895020,7116-e92e5d28-7ab6-4e36-9d09-692bba60a140,5,trial_980,causal_selection,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",11237.0,9403.0,20645.0
4062-d4823c9b-be97-491f-a2a1-60b672dd9b9f,7250-88878520-0ad3-4377-8f6f-2b0142b256a5,0,trial_761,trait_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,3,3,"[[4, 2], [6, 4], [6, 6]]","[5, 9, 9]","[1, 1, 1]",45856.0,9624.0,55487.0
3188-2e8917c5-68dd-4003-a50b-1287de4eb13e,7250-88878520-0ad3-4377-8f6f-2b0142b256a5,1,trial_458,trait_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",68158.0,8819.0,76984.0
6822-5998cf90-c578-461b-9bad-66a37915140a,7250-88878520-0ad3-4377-8f6f-2b0142b256a5,2,trial_980,trait_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,0,"[[2, 1], [7, 3], [6, 4]]","[3, 9, 5]","[1, 1, 1]",14829.0,9198.0,24029.0
2397-9a950292-39d4-42f3-840c-2f20fb3d88bd,7250-88878520-0ad3-4377-8f6f-2b0142b256a5,3,trial_536,trait_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",15546.0,8815.0,24363.0
1377-000c599a-eac1-496d-b474-e5e6be225ea9,7250-88878520-0ad3-4377-8f6f-2b0142b256a5,4,trial_830,trait_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,4,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",26412.0,9629.0,36044.0
1727-3343e5aa-65db-4c2c-9f49-4b91e149919b,7250-88878520-0ad3-4377-8f6f-2b0142b256a5,5,trial_806,trait_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",19883.0,9218.0,29104.0
1730-85adbd4c-e666-45fc-936f-a756546b3905,7361-8ad53a21-f31a-4acb-8a01-7e64f2529a77,0,trial_830,trait_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,4,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",87491.0,9598.0,97094.0
4995-8a2b7732-e4c8-42ea-b0eb-1b5e1197d4d5,7361-8ad53a21-f31a-4acb-8a01-7e64f2529a77,1,trial_536,trait_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",10246.0,8801.0,19049.0
