sequence_id,game_id,trial_num,trial_name,condition,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,rows,cols,total_steps,berries_needed,agent_path_num_trees,agent_path_tree_positions,agent_path_tree_rewards,agent_path_tree_visibility,agent_path_reward,agent_path_succeeded,trait_counterfactual_slider,environment_counterfactual_slider,trait_causal_slider,environment_causal_slider,causal_selection_slider,observe_time_spent,evaluate_time_spent,judgment_sequence_time_spent
3978-7b261a83-8415-4eaa-8dea-89dde28249df,8317-e4690949-ab29-4112-aacd-6aeb8793322e,11,trial_989,trait_counterfactual,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,51.0,,,,,8742.0,7080.0,15823.0
5100-15656aa3-c857-4793-92d9-676b82b33380,8317-e4690949-ab29-4112-aacd-6aeb8793322e,12,trial_863,trait_counterfactual,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,6.0,,,,,8727.0,6865.0,15593.0
2079-c051eba4-3780-4f4f-a4e5-d883483939c1,8317-e4690949-ab29-4112-aacd-6aeb8793322e,13,trial_859,trait_counterfactual,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,21.0,,,,,7827.0,5181.0,13010.0
3104-9f61cdfb-5388-4b3f-9621-4b94b6954268,8317-e4690949-ab29-4112-aacd-6aeb8793322e,14,trial_825,trait_counterfactual,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,32.0,,,,,8278.0,15028.0,23307.0
0367-e67e7c40-840c-498f-be06-b01b9a20b345,8317-e4690949-ab29-4112-aacd-6aeb8793322e,15,trial_453,trait_counterfactual,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,88.0,,,,,9110.0,7497.0,16608.0
7372-30145a99-4de2-4b7b-ae99-dc4064bf180f,8317-e4690949-ab29-4112-aacd-6aeb8793322e,16,trial_374,trait_counterfactual,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,8.0,,,,,8713.0,17682.0,26396.0
3008-7a25fc8c-a645-47fd-aac2-83df80e2da19,8317-e4690949-ab29-4112-aacd-6aeb8793322e,17,trial_269,trait_counterfactual,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,75.0,,,,,8745.0,11709.0,20455.0
1434-67010a3f-64aa-4969-afd9-fb322b6cd8ad,8317-e4690949-ab29-4112-aacd-6aeb8793322e,18,trial_318,trait_counterfactual,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,95.0,,,,,8729.0,7930.0,16660.0
5860-f90a5146-f7cb-4241-ae5e-c1ebb311c858,8317-e4690949-ab29-4112-aacd-6aeb8793322e,19,trial_528,trait_counterfactual,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,92.0,,,,,8729.0,9031.0,17762.0
9105-b507edb1-d8ae-46da-bb5d-a4a8eb2a5cd7,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,0,trial_453,environment_causal,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,,,,0.0,,9114.0,52299.0,61415.0
9267-0271ecbf-d700-4143-a538-7d11f5c6da89,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,1,trial_825,environment_causal,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,,,,63.0,,8244.0,50484.0,58729.0
1693-0e286893-736c-440c-a1db-3c1a7eaac7a4,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,2,trial_13_v2,environment_causal,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,,,,65.0,,8695.0,22870.0,31566.0
5058-e1a07911-3402-43d9-bf0c-46df6ef8d39e,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,3,trial_374,environment_causal,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,,,,2.0,,8709.0,22118.0,30827.0
2498-c2fc4a5b-da7a-468e-bae1-ad3f7039442b,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,4,trial_556,environment_causal,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,,,,90.0,,8306.0,30100.0,38407.0
3466-f7820b5a-750d-4bf7-8a7f-020bcde0c26f,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,5,trial_553,environment_causal,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,,,,100.0,,9138.0,13460.0,22599.0
7983-31361988-6389-4e65-a66f-7bcb05cc6381,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,6,trial_269,environment_causal,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,,,,0.0,,8713.0,18633.0,27347.0
0255-c574335b-9157-4041-b166-a22b08d0b961,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,7,trial_989,environment_causal,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,,,,100.0,,8713.0,38933.0,47647.0
4837-31c8de99-4153-4fe2-b57a-582b9ef084d6,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,8,trial_629,environment_causal,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,,,,100.0,,8746.0,5386.0,14133.0
4377-a848be01-c6e1-4480-8e3a-57920aa3d914,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,9,trial_740,environment_causal,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,,,,98.0,,8748.0,7228.0,15978.0
5322-78e32fb7-5c36-4bb8-bc46-bb0dbd40e1cb,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,10,trial_318,environment_causal,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,,,,0.0,,8725.0,50552.0,59279.0
6639-e17566aa-c4f6-4312-8dcb-e039ea0fe2fa,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,11,trial_528,environment_causal,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,,,,100.0,,8712.0,10718.0,19431.0
4812-1167939e-3d9f-4f12-99eb-a6a5b8507771,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,12,trial_82,environment_causal,pessimist,"[1, 1]","[[2, 7], [4, 8], [3, 6], [1, 8], [5, 4], [1, 3], [9, 7], [8, 2], [8, 4], [7, 3]]","[1, 2, 6, 7, 7, 5, 8, 7, 3, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",10,10,10,20,3,"[[1, 3], [5, 4], [7, 3]]","[5, 7, 8]","[0, 1, 1]",20,True,,,,100.0,,8707.0,9953.0,18661.0
2882-88567336-5b7c-461b-96b8-6d913be7730f,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,13,trial_894,environment_causal,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,,,,100.0,,10362.0,7019.0,17382.0
8312-d6297cdb-81c0-441c-8e9c-ad497e071815,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,14,trial_863,environment_causal,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,,,,15.0,,8696.0,31011.0,39708.0
0902-c4ddb3ff-f2fd-43fd-bdda-3d0e484c563c,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,15,trial_955,environment_causal,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,,,,97.0,,9114.0,7615.0,16730.0
5956-0ab5514e-6b6b-4f27-b0fa-87e2926ce01a,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,16,trial_406,environment_causal,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,,,,55.0,,8697.0,11863.0,20561.0
4138-35c899da-d9c7-4369-ac22-05858633f92c,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,17,trial_920,environment_causal,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,,,,55.0,,8735.0,41812.0,50548.0
0671-190fdb88-bf22-4417-8726-0264e1fc8690,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,18,trial_859,environment_causal,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,,,,52.0,,7814.0,5450.0,13265.0
5776-d24e66e6-a3e5-42e5-8787-4b734f7f1515,8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,19,trial_962,environment_causal,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,,,,24.0,,8318.0,13846.0,22165.0
5288-7c14a9d3-0803-4bcb-9159-8d674e035f27,8346-7b9a5110-0461-409d-bb06-81d432fd0123,0,trial_859,trait_counterfactual,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,19.0,,,,,11385.0,16933.0,28321.0
2441-e9ff5c8e-283a-4d3e-9c67-f7c3f58fa025,8346-7b9a5110-0461-409d-bb06-81d432fd0123,1,trial_556,trait_counterfactual,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,84.0,,,,,12860.0,5800.0,18663.0
0005-df9a12dd-94d0-432b-b52e-f331bbfcf2a8,8346-7b9a5110-0461-409d-bb06-81d432fd0123,2,trial_825,trait_counterfactual,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,48.0,,,,,12295.0,16767.0,29063.0
3348-42a19661-08af-4a85-be32-d83b4ba1ff79,8346-7b9a5110-0461-409d-bb06-81d432fd0123,3,trial_920,trait_counterfactual,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,57.0,,,,,13230.0,31350.0,44581.0
3512-1fc1ede4-9249-4c56-8649-6d6237cf56e9,8346-7b9a5110-0461-409d-bb06-81d432fd0123,4,trial_955,trait_counterfactual,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,38.0,,,,,13613.0,22066.0,35680.0
5493-3abf421d-0109-42da-8e1b-66cb17b10a9a,8346-7b9a5110-0461-409d-bb06-81d432fd0123,5,trial_13_v2,trait_counterfactual,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,53.0,,,,,13230.0,14183.0,27414.0
2121-c4201bca-d5a5-4271-8462-bc4015177b18,8346-7b9a5110-0461-409d-bb06-81d432fd0123,6,trial_863,trait_counterfactual,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,38.0,,,,,13214.0,17549.0,30764.0
9195-54d89d8a-e5bd-4a77-aaf7-5b3e075fdfc8,8346-7b9a5110-0461-409d-bb06-81d432fd0123,7,trial_740,trait_counterfactual,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,60.0,,,,,13247.0,8615.0,21863.0
7851-be7b2596-5334-4ce8-8dcf-0c014db7b2d3,8346-7b9a5110-0461-409d-bb06-81d432fd0123,8,trial_374,trait_counterfactual,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,50.0,,,,,13181.0,34599.0,47781.0
3470-9a582cd7-eb85-48d4-b44a-8b107dd83341,8346-7b9a5110-0461-409d-bb06-81d432fd0123,9,trial_528,trait_counterfactual,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,36.0,,,,,13230.0,15815.0,29047.0
7828-aa737078-1ca8-4607-8101-987a9239ac60,8346-7b9a5110-0461-409d-bb06-81d432fd0123,10,trial_453,trait_counterfactual,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,85.0,,,,,13581.0,16666.0,30248.0
0572-7a3e091e-7d38-4286-b1b0-a9bf04264faa,8346-7b9a5110-0461-409d-bb06-81d432fd0123,11,trial_269,trait_counterfactual,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,49.0,,,,,13230.0,23900.0,37131.0
9205-40913bfd-b9bd-4d0d-8b25-f3b047931d2d,8346-7b9a5110-0461-409d-bb06-81d432fd0123,12,trial_406,trait_counterfactual,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,26.0,,,,,13262.0,6134.0,19397.0
5082-cc8be7db-7980-4dfa-bcb3-1d592b897eda,8346-7b9a5110-0461-409d-bb06-81d432fd0123,13,trial_962,trait_counterfactual,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,41.0,,,,,12797.0,15334.0,28132.0
4607-67012d6b-d6a7-4d76-829c-cfea169bfe64,8346-7b9a5110-0461-409d-bb06-81d432fd0123,14,trial_894,trait_counterfactual,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,22.0,,,,,14829.0,36067.0,50897.0
6889-bc943355-5788-43a2-8982-f4348b542629,8346-7b9a5110-0461-409d-bb06-81d432fd0123,15,trial_318,trait_counterfactual,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,70.0,,,,,13262.0,25966.0,39229.0
3472-b89b077d-525a-4421-aefe-a8f5effcedd8,8346-7b9a5110-0461-409d-bb06-81d432fd0123,16,trial_553,trait_counterfactual,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,61.0,,,,,13631.0,28433.0,42065.0
